time msd[001] msd[002] msd[003] ave
19095 534.105 534.105 885.143 651.118 
19100 534.338 534.338 885.476 651.384 
19105 534.575 534.575 885.811 651.654 
19110 534.816 534.816 886.145 651.926 
19115 535.054 535.054 886.481 652.196 
19120 535.294 535.294 886.817 652.468 
19125 535.531 535.531 887.154 652.739 
19130 535.77 535.77 887.489 653.01 
19135 536.01 536.01 887.823 653.281 
19140 536.248 536.248 888.158 653.552 
19145 536.484 536.484 888.493 653.82 
19150 536.721 536.721 888.827 654.09 
19155 536.958 536.958 889.159 654.358 
19160 537.194 537.194 889.494 654.627 
19165 537.431 537.431 889.827 654.896 
19170 537.67 537.67 890.159 655.166 
19175 537.909 537.909 890.49 655.436 
19180 538.148 538.148 890.82 655.705 
19185 538.387 538.387 891.15 655.975 
19190 538.627 538.627 891.48 656.245 
19195 538.866 538.866 891.811 656.515 
19200 539.106 539.106 892.142 656.784 
19205 539.346 539.346 892.473 657.055 
19210 539.586 539.586 892.805 657.326 
19215 539.826 539.826 893.136 657.596 
19220 540.065 540.065 893.467 657.866 
19225 540.304 540.304 893.797 658.135 
19230 540.543 540.543 894.127 658.404 
19235 540.782 540.782 894.458 658.674 
19240 541.021 541.021 894.788 658.943 
19245 541.259 541.259 895.118 659.212 
19250 541.497 541.497 895.447 659.481 
19255 541.737 541.737 895.777 659.75 
19260 541.977 541.977 896.107 660.02 
19265 542.218 542.218 896.438 660.291 
19270 542.46 542.46 896.767 660.562 
19275 542.702 542.702 897.097 660.834 
19280 542.943 542.943 897.428 661.104 
19285 543.184 543.184 897.759 661.376 
19290 543.426 543.426 898.092 661.648 
19295 543.67 543.67 898.424 661.922 
19300 543.915 543.915 898.758 662.196 
19305 544.161 544.161 899.093 662.472 
19310 544.409 544.409 899.428 662.748 
19315 544.655 544.655 899.763 663.025 
19320 544.903 544.903 900.099 663.302 
19325 545.151 545.151 900.436 663.58 
19330 545.4 545.4 900.773 663.857 
19335 545.649 545.649 901.11 664.136 
19340 545.898 545.898 901.448 664.414 
19345 546.145 546.145 901.784 664.691 
19350 546.391 546.391 902.121 664.968 
19355 546.64 546.64 902.459 665.246 
19360 546.888 546.888 902.797 665.524 
19365 547.137 547.137 903.136 665.803 
19370 547.387 547.387 903.474 666.082 
19375 547.638 547.638 903.812 666.363 
19380 547.891 547.891 904.149 666.644 
19385 548.143 548.143 904.486 666.924 
19390 548.395 548.395 904.822 667.204 
19395 548.647 548.647 905.159 667.484 
19400 548.902 548.902 905.496 667.766 
19405 549.154 549.154 905.832 668.047 
19410 549.407 549.407 906.168 668.328 
19415 549.661 549.661 906.503 668.608 
19420 549.916 549.916 906.839 668.89 
19425 550.171 550.171 907.174 669.172 
19430 550.428 550.428 907.511 669.455 
19435 550.685 550.685 907.847 669.739 
19440 550.945 550.945 908.183 670.024 
19445 551.203 551.203 908.521 670.309 
19450 551.461 551.461 908.857 670.593 
19455 551.72 551.72 909.194 670.878 
19460 551.982 551.982 909.531 671.165 
19465 552.244 552.244 909.867 671.452 
19470 552.507 552.507 910.203 671.739 
19475 552.767 552.767 910.538 672.024 
19480 553.027 553.027 910.872 672.309 
19485 553.288 553.288 911.205 672.594 
19490 553.549 553.549 911.538 672.879 
19495 553.81 553.81 911.87 673.163 
19500 554.071 554.071 912.201 673.447 
19505 554.33 554.33 912.532 673.731 
19510 554.59 554.59 912.863 674.014 
19515 554.85 554.85 913.193 674.298 
19520 555.112 555.112 913.523 674.582 
19525 555.373 555.373 913.854 674.867 
19530 555.634 555.634 914.183 675.151 
19535 555.895 555.895 914.514 675.435 
19540 556.157 556.157 914.845 675.72 
19545 556.418 556.418 915.177 676.004 
19550 556.681 556.681 915.509 676.29 
19555 556.942 556.942 915.842 676.575 
19560 557.203 557.203 916.175 676.86 
19565 557.466 557.466 916.51 677.147 
19570 557.729 557.729 916.843 677.433 
19575 557.993 557.993 917.176 677.721 
19580 558.259 558.259 917.509 678.009 
19585 558.525 558.525 917.843 678.297 
19590 558.791 558.791 918.177 678.586 
19595 559.058 559.058 918.51 678.875 
19600 559.326 559.326 918.843 679.165 
19605 559.594 559.594 919.176 679.455 
19610 559.862 559.862 919.51 679.745 
19615 560.13 560.13 919.843 680.034 
19620 560.398 560.398 920.177 680.324 
19625 560.666 560.666 920.511 680.615 
19630 560.933 560.933 920.844 680.903 
19635 561.2 561.2 921.177 681.192 
19640 561.468 561.468 921.51 681.482 
19645 561.737 561.737 921.843 681.773 
19650 562.006 562.006 922.177 682.063 
19655 562.276 562.276 922.51 682.354 
19660 562.545 562.545 922.841 682.644 
19665 562.813 562.813 923.171 682.933 
19670 563.081 563.081 923.503 683.222 
19675 563.349 563.349 923.834 683.511 
19680 563.616 563.616 924.165 683.799 
19685 563.883 563.883 924.496 684.088 
19690 564.152 564.152 924.828 684.378 
19695 564.422 564.422 925.16 684.668 
19700 564.692 564.692 925.493 684.959 
19705 564.962 564.962 925.826 685.25 
19710 565.231 565.231 926.159 685.541 
19715 565.501 565.501 926.492 685.831 
19720 565.77 565.77 926.825 686.122 
19725 566.039 566.039 927.157 686.412 
19730 566.306 566.306 927.49 686.701 
19735 566.574 566.574 927.822 686.99 
19740 566.844 566.844 928.154 687.281 
19745 567.115 567.115 928.486 687.572 
19750 567.386 567.386 928.818 687.863 
19755 567.658 567.658 929.15 688.155 
19760 567.929 567.929 929.481 688.447 
19765 568.201 568.201 929.811 688.738 
19770 568.473 568.473 930.14 689.029 
19775 568.745 568.745 930.471 689.321 
19780 569.017 569.017 930.803 689.612 
19785 569.291 569.291 931.133 689.905 
19790 569.564 569.564 931.463 690.197 
19795 569.835 569.835 931.793 690.488 
19800 570.107 570.107 932.124 690.779 
19805 570.38 570.38 932.454 691.072 
19810 570.654 570.654 932.785 691.364 
19815 570.928 570.928 933.117 691.658 
19820 571.202 571.202 933.448 691.951 
19825 571.476 571.476 933.779 692.244 
19830 571.754 571.754 934.111 692.539 
19835 572.031 572.031 934.443 692.835 
19840 572.308 572.308 934.776 693.131 
19845 572.587 572.587 935.109 693.427 
19850 572.864 572.864 935.443 693.724 
19855 573.143 573.143 935.777 694.021 
19860 573.423 573.423 936.111 694.319 
19865 573.703 573.703 936.444 694.617 
19870 573.984 573.984 936.777 694.915 
19875 574.264 574.264 937.112 695.213 
19880 574.545 574.545 937.446 695.512 
19885 574.827 574.827 937.782 695.812 
19890 575.108 575.108 938.116 696.111 
19895 575.388 575.388 938.45 696.409 
19900 575.668 575.668 938.785 696.707 
19905 575.949 575.949 939.118 697.006 
19910 576.23 576.23 939.451 697.303 
19915 576.511 576.511 939.783 697.602 
19920 576.795 576.795 940.117 697.902 
19925 577.078 577.078 940.449 698.202 
19930 577.36 577.36 940.78 698.5 
19935 577.641 577.641 941.111 698.798 
19940 577.923 577.923 941.443 699.097 
19945 578.204 578.204 941.774 699.394 
19950 578.485 578.485 942.105 699.692 
19955 578.766 578.766 942.435 699.989 
19960 579.045 579.045 942.765 700.285 
19965 579.325 579.325 943.095 700.581 
19970 579.604 579.604 943.424 700.877 
19975 579.883 579.883 943.754 701.173 
19980 580.163 580.163 944.084 701.47 
19985 580.442 580.442 944.413 701.766 
19990 580.721 580.721 944.744 702.062 
19995 581.002 581.002 945.075 702.359 
20000 581.283 581.283 945.405 702.657 
20005 581.564 581.564 945.733 702.954 
20010 581.845 581.845 946.061 703.25 
20015 582.127 582.127 946.39 703.548 
20020 582.41 582.41 946.72 703.846 
20025 582.692 582.692 947.05 704.145 
20030 582.973 582.973 947.38 704.442 
20035 583.256 583.256 947.711 704.741 
20040 583.538 583.538 948.042 705.039 
20045 583.819 583.819 948.371 705.336 
20050 584.102 584.102 948.701 705.635 
20055 584.385 584.385 949.03 705.933 
20060 584.668 584.668 949.358 706.232 
20065 584.953 584.953 949.687 706.531 
20070 585.238 585.238 950.016 706.831 
20075 585.523 585.523 950.345 707.13 
20080 585.809 585.809 950.673 707.43 
20085 586.095 586.095 951.001 707.73 
20090 586.382 586.382 951.328 708.031 
20095 586.67 586.67 951.656 708.332 
20100 586.958 586.958 951.985 708.633 
20105 587.246 587.246 952.312 708.935 
20110 587.535 587.535 952.641 709.237 
20115 587.822 587.822 952.968 709.538 
20120 588.114 588.114 953.297 709.841 
20125 588.404 588.404 953.625 710.144 
20130 588.694 588.694 953.953 710.447 
20135 588.983 588.983 954.282 710.749 
20140 589.273 589.273 954.613 711.053 
20145 589.564 589.564 954.942 711.357 
20150 589.854 589.854 955.271 711.66 
20155 590.145 590.145 955.601 711.964 
20160 590.438 590.438 955.93 712.269 
20165 590.731 590.731 956.259 712.574 
20170 591.024 591.024 956.588 712.878 
20175 591.317 591.317 956.918 713.184 
20180 591.611 591.611 957.247 713.49 
20185 591.906 591.906 957.577 713.797 
20190 592.202 592.202 957.908 714.104 
20195 592.5 592.5 958.238 714.413 
20200 592.798 592.798 958.567 714.721 
20205 593.096 593.096 958.895 715.029 
20210 593.396 593.396 959.224 715.339 
20215 593.696 593.696 959.552 715.648 
20220 593.996 593.996 959.88 715.957 
20225 594.294 594.294 960.208 716.265 
20230 594.592 594.592 960.536 716.573 
20235 594.89 594.89 960.864 716.881 
20240 595.189 595.189 961.192 717.19 
20245 595.487 595.487 961.521 717.498 
20250 595.785 595.785 961.851 717.807 
20255 596.085 596.085 962.18 718.117 
20260 596.383 596.383 962.509 718.425 
20265 596.683 596.683 962.839 718.735 
20270 596.983 596.983 963.169 719.045 
20275 597.286 597.286 963.5 719.357 
20280 597.589 597.589 963.832 719.67 
20285 597.893 597.893 964.162 719.983 
20290 598.199 598.199 964.493 720.297 
20295 598.506 598.506 964.823 720.612 
20300 598.814 598.814 965.154 720.927 
20305 599.121 599.121 965.485 721.243 
20310 599.429 599.429 965.815 721.558 
20315 599.737 599.737 966.145 721.873 
20320 600.046 600.046 966.476 722.189 
20325 600.355 600.355 966.807 722.506 
20330 600.664 600.664 967.138 722.822 
20335 600.973 600.973 967.468 723.138 
20340 601.283 601.283 967.799 723.455 
20345 601.594 601.594 968.131 723.773 
20350 601.905 601.905 968.462 724.091 
20355 602.215 602.215 968.794 724.408 
20360 602.525 602.525 969.125 724.725 
20365 602.836 602.836 969.455 725.042 
20370 603.146 603.146 969.785 725.359 
20375 603.457 603.457 970.115 725.677 
20380 603.768 603.768 970.445 725.994 
20385 604.08 604.08 970.774 726.312 
20390 604.393 604.393 971.103 726.63 
20395 604.707 604.707 971.431 726.948 
20400 605.02 605.02 971.76 727.267 
20405 605.332 605.332 972.089 727.584 
20410 605.644 605.644 972.417 727.902 
20415 605.958 605.958 972.745 728.221 
20420 606.273 606.273 973.074 728.54 
20425 606.59 606.59 973.401 728.86 
20430 606.906 606.906 973.73 729.181 
20435 607.224 607.224 974.058 729.502 
20440 607.541 607.541 974.386 729.823 
20445 607.858 607.858 974.714 730.144 
20450 608.176 608.176 975.042 730.464 
20455 608.495 608.495 975.37 730.787 
20460 608.814 608.814 975.699 731.109 
20465 609.133 609.133 976.027 731.431 
20470 609.451 609.451 976.354 731.752 
20475 609.77 609.77 976.679 732.073 
20480 610.088 610.088 977.006 732.394 
20485 610.406 610.406 977.331 732.715 
20490 610.725 610.725 977.657 733.036 
20495 611.043 611.043 977.982 733.356 
20500 611.363 611.363 978.307 733.678 
20505 611.685 611.685 978.633 734.001 
20510 612.01 612.01 978.959 734.327 
20515 612.335 612.335 979.284 734.652 
20520 612.661 612.661 979.61 734.977 
20525 612.986 612.986 979.935 735.302 
20530 613.311 613.311 980.26 735.627 
20535 613.635 613.635 980.584 735.952 
20540 613.96 613.96 980.907 736.276 
20545 614.284 614.284 981.23 736.599 
20550 614.608 614.608 981.553 736.923 
20555 614.932 614.932 981.877 737.247 
20560 615.255 615.255 982.198 737.569 
20565 615.579 615.579 982.519 737.892 
20570 615.901 615.901 982.842 738.215 
20575 616.225 616.225 983.164 738.538 
20580 616.548 616.548 983.486 738.861 
20585 616.872 616.872 983.809 739.184 
20590 617.196 617.196 984.131 739.508 
20595 617.523 617.523 984.454 739.833 
20600 617.849 617.849 984.776 740.158 
20605 618.176 618.176 985.099 740.483 
20610 618.502 618.502 985.421 740.809 
20615 618.83 618.83 985.743 741.134 
20620 619.161 619.161 986.065 741.462 
20625 619.49 619.49 986.387 741.789 
20630 619.82 619.82 986.709 742.116 
20635 620.15 620.15 987.031 742.443 
20640 620.481 620.481 987.352 742.771 
20645 620.812 620.812 987.673 743.099 
20650 621.145 621.145 987.993 743.428 
20655 621.479 621.479 988.313 743.757 
20660 621.812 621.812 988.633 744.086 
20665 622.145 622.145 988.954 744.415 
20670 622.479 622.479 989.275 744.744 
20675 622.813 622.813 989.598 745.075 
20680 623.15 623.15 989.921 745.407 
20685 623.486 623.486 990.243 745.738 
20690 623.822 623.822 990.564 746.07 
20695 624.158 624.158 990.886 746.401 
20700 624.493 624.493 991.21 746.732 
20705 624.827 624.827 991.534 747.063 
20710 625.162 625.162 991.857 747.394 
20715 625.498 625.498 992.18 747.725 
20720 625.834 625.834 992.503 748.057 
20725 626.171 626.171 992.826 748.389 
20730 626.505 626.505 993.147 748.719 
20735 626.841 626.841 993.469 749.05 
20740 627.177 627.177 993.792 749.382 
20745 627.512 627.512 994.113 749.712 
20750 627.844 627.844 994.435 750.041 
20755 628.177 628.177 994.756 750.37 
20760 628.51 628.51 995.077 750.699 
20765 628.841 628.841 995.397 751.027 
20770 629.172 629.172 995.718 751.354 
20775 629.503 629.503 996.038 751.681 
20780 629.834 629.834 996.357 752.008 
20785 630.164 630.164 996.677 752.335 
20790 630.495 630.495 996.996 752.662 
20795 630.827 630.827 997.317 752.99 
20800 631.159 631.159 997.637 753.318 
20805 631.49 631.49 997.957 753.646 
20810 631.823 631.823 998.276 753.974 
20815 632.155 632.155 998.596 754.302 
20820 632.488 632.488 998.914 754.63 
20825 632.822 632.822 999.232 754.958 
20830 633.155 633.155 999.549 755.286 
20835 633.487 633.487 999.866 755.613 
20840 633.819 633.819 1000.18 755.94 
20845 634.152 634.152 1000.5 756.268 
20850 634.485 634.485 1000.82 756.596 
20855 634.818 634.818 1001.14 756.924 
20860 635.151 635.151 1001.46 757.253 
20865 635.484 635.484 1001.77 757.58 
20870 635.818 635.818 1002.09 757.909 
20875 636.153 636.153 1002.41 758.239 
20880 636.487 636.487 1002.73 758.568 
20885 636.823 636.823 1003.05 758.897 
20890 637.16 637.16 1003.36 759.228 
20895 637.497 637.497 1003.68 759.559 
20900 637.834 637.834 1004 759.889 
20905 638.171 638.171 1004.32 760.22 
20910 638.506 638.506 1004.64 760.549 
20915 638.843 638.843 1004.96 760.88 
20920 639.182 639.182 1005.27 761.213 
20925 639.521 639.521 1005.59 761.544 
20930 639.861 639.861 1005.91 761.877 
20935 640.202 640.202 1006.23 762.21 
20940 640.543 640.543 1006.54 762.543 
20945 640.885 640.885 1006.86 762.877 
20950 641.227 641.227 1007.18 763.21 
20955 641.567 641.567 1007.49 763.543 
20960 641.908 641.908 1007.81 763.876 
20965 642.251 642.251 1008.13 764.21 
20970 642.593 642.593 1008.44 764.543 
20975 642.937 642.937 1008.76 764.879 
20980 643.282 643.282 1009.08 765.215 
20985 643.628 643.628 1009.4 765.552 
20990 643.973 643.973 1009.72 765.888 
20995 644.318 644.318 1010.04 766.224 
21000 644.662 644.662 1010.35 766.56 
21005 645.007 645.007 1010.67 766.896 
21010 645.351 645.351 1010.99 767.231 
21015 645.698 645.698 1011.31 767.569 
21020 646.045 646.045 1011.63 767.906 
21025 646.391 646.391 1011.95 768.242 
21030 646.736 646.736 1012.26 768.579 
21035 647.082 647.082 1012.58 768.915 
21040 647.426 647.426 1012.9 769.251 
21045 647.769 647.769 1013.22 769.586 
21050 648.11 648.11 1013.54 769.919 
21055 648.452 648.452 1013.86 770.253 
21060 648.792 648.792 1014.17 770.586 
21065 649.133 649.133 1014.49 770.919 
21070 649.473 649.473 1014.81 771.251 
21075 649.814 649.814 1015.12 771.584 
21080 650.155 650.155 1015.44 771.917 
21085 650.498 650.498 1015.76 772.251 
21090 650.841 650.841 1016.07 772.586 
21095 651.185 651.185 1016.39 772.92 
21100 651.529 651.529 1016.71 773.255 
21105 651.872 651.872 1017.03 773.59 
21110 652.215 652.215 1017.34 773.924 
21115 652.558 652.558 1017.66 774.259 
21120 652.902 652.902 1017.97 774.593 
21125 653.247 653.247 1018.29 774.928 
21130 653.591 653.591 1018.6 775.262 
21135 653.935 653.935 1018.92 775.596 
21140 654.278 654.278 1019.23 775.929 
21145 654.623 654.623 1019.55 776.264 
21150 654.967 654.967 1019.86 776.598 
21155 655.312 655.312 1020.17 776.932 
21160 655.656 655.656 1020.49 777.266 
21165 656 656 1020.8 777.6 
21170 656.344 656.344 1021.11 777.934 
21175 656.69 656.69 1021.43 778.269 
21180 657.035 657.035 1021.74 778.604 
21185 657.379 657.379 1022.05 778.938 
21190 657.724 657.724 1022.37 779.272 
21195 658.069 658.069 1022.68 779.606 
21200 658.413 658.413 1023 779.94 
21205 658.757 658.757 1023.31 780.274 
21210 659.104 659.104 1023.62 780.61 
21215 659.452 659.452 1023.94 780.947 
21220 659.8 659.8 1024.25 781.283 
21225 660.149 660.149 1024.56 781.62 
21230 660.499 660.499 1024.87 781.957 
21235 660.846 660.846 1025.19 782.293 
21240 661.195 661.195 1025.5 782.63 
21245 661.543 661.543 1025.81 782.967 
21250 661.89 661.89 1026.13 783.303 
21255 662.237 662.237 1026.44 783.639 
21260 662.585 662.585 1026.75 783.975 
21265 662.935 662.935 1027.07 784.313 
21270 663.285 663.285 1027.38 784.65 
21275 663.632 663.632 1027.69 784.986 
21280 663.978 663.978 1028.01 785.321 
21285 664.324 664.324 1028.32 785.656 
21290 664.671 664.671 1028.63 785.992 
21295 665.019 665.019 1028.95 786.328 
21300 665.367 665.367 1029.26 786.664 
21305 665.715 665.715 1029.57 787 
21310 666.062 666.062 1029.88 787.336 
21315 666.41 666.41 1030.19 787.671 
21320 666.759 666.759 1030.51 788.008 
21325 667.109 667.109 1030.82 788.346 
21330 667.46 667.46 1031.13 788.684 
21335 667.81 667.81 1031.44 789.021 
21340 668.162 668.162 1031.75 789.36 
21345 668.513 668.513 1032.07 789.697 
21350 668.865 668.865 1032.38 790.036 
21355 669.216 669.216 1032.69 790.374 
21360 669.569 669.569 1033 790.713 
21365 669.922 669.922 1033.31 791.052 
21370 670.276 670.276 1033.62 791.391 
21375 670.628 670.628 1033.93 791.73 
21380 670.978 670.978 1034.24 792.067 
21385 671.327 671.327 1034.55 792.403 
21390 671.676 671.676 1034.86 792.739 
21395 672.025 672.025 1035.18 793.075 
21400 672.373 672.373 1035.49 793.411 
21405 672.72 672.72 1035.8 793.746 
21410 673.068 673.068 1036.11 794.081 
21415 673.415 673.415 1036.42 794.417 
21420 673.763 673.763 1036.73 794.753 
21425 674.112 674.112 1037.04 795.089 
21430 674.461 674.461 1037.36 795.426 
21435 674.81 674.81 1037.67 795.763 
21440 675.16 675.16 1037.98 796.101 
21445 675.509 675.509 1038.3 796.438 
21450 675.86 675.86 1038.61 796.776 
21455 676.212 676.212 1038.92 797.114 
21460 676.564 676.564 1039.23 797.452 
21465 676.916 676.916 1039.54 797.791 
21470 677.271 677.271 1039.85 798.131 
21475 677.625 677.625 1040.16 798.471 
21480 677.979 677.979 1040.47 798.81 
21485 678.334 678.334 1040.78 799.151 
21490 678.688 678.688 1041.09 799.49 
21495 679.042 679.042 1041.41 799.83 
21500 679.396 679.396 1041.72 800.17 
21505 679.751 679.751 1042.03 800.51 
21510 680.108 680.108 1042.34 800.852 
21515 680.465 680.465 1042.65 801.194 
21520 680.823 680.823 1042.96 801.536 
21525 681.179 681.179 1043.27 801.878 
21530 681.535 681.535 1043.59 802.219 
21535 681.892 681.892 1043.9 802.561 
21540 682.249 682.249 1044.21 802.902 
21545 682.607 682.607 1044.52 803.245 
21550 682.965 682.965 1044.83 803.587 
21555 683.323 683.323 1045.14 803.93 
21560 683.681 683.681 1045.46 804.272 
21565 684.039 684.039 1045.77 804.615 
21570 684.398 684.398 1046.08 804.958 
21575 684.755 684.755 1046.39 805.3 
21580 685.11 685.11 1046.7 805.64 
21585 685.467 685.467 1047.01 805.981 
21590 685.824 685.824 1047.32 806.323 
21595 686.182 686.182 1047.63 806.664 
21600 686.539 686.539 1047.94 807.005 
21605 686.896 686.896 1048.25 807.346 
21610 687.255 687.255 1048.56 807.689 
21615 687.612 687.612 1048.86 808.029 
21620 687.97 687.97 1049.17 808.371 
21625 688.328 688.328 1049.48 808.712 
21630 688.687 688.687 1049.79 809.053 
21635 689.046 689.046 1050.09 809.395 
21640 689.405 689.405 1050.4 809.737 
21645 689.767 689.767 1050.71 810.08 
21650 690.13 690.13 1051.01 810.424 
21655 690.493 690.493 1051.32 810.768 
21660 690.855 690.855 1051.62 811.111 
21665 691.218 691.218 1051.93 811.456 
21670 691.58 691.58 1052.24 811.8 
21675 691.941 691.941 1052.55 812.143 
21680 692.301 692.301 1052.85 812.485 
21685 692.66 692.66 1053.16 812.826 
21690 693.019 693.019 1053.47 813.168 
21695 693.377 693.377 1053.77 813.509 
21700 693.736 693.736 1054.08 813.85 
21705 694.094 694.094 1054.38 814.19 
21710 694.454 694.454 1054.69 814.532 
21715 694.814 694.814 1054.99 814.873 
21720 695.174 695.174 1055.3 815.215 
21725 695.532 695.532 1055.6 815.556 
21730 695.892 695.892 1055.91 815.897 
21735 696.251 696.251 1056.21 816.238 
21740 696.61 696.61 1056.52 816.579 
21745 696.97 696.97 1056.82 816.921 
21750 697.332 697.332 1057.13 817.263 
21755 697.695 697.695 1057.43 817.607 
21760 698.057 698.057 1057.73 817.949 
21765 698.416 698.416 1058.04 818.29 
21770 698.776 698.776 1058.34 818.631 
21775 699.136 699.136 1058.64 818.972 
21780 699.495 699.495 1058.95 819.312 
21785 699.855 699.855 1059.25 819.653 
21790 700.217 700.217 1059.55 819.995 
21795 700.578 700.578 1059.86 820.338 
21800 700.939 700.939 1060.16 820.68 
21805 701.3 701.3 1060.47 821.022 
21810 701.659 701.659 1060.77 821.363 
21815 702.017 702.017 1061.07 821.703 
21820 702.377 702.377 1061.38 822.043 
21825 702.738 702.738 1061.68 822.385 
21830 703.099 703.099 1061.98 822.727 
21835 703.461 703.461 1062.29 823.069 
21840 703.822 703.822 1062.59 823.411 
21845 704.181 704.181 1062.89 823.752 
21850 704.54 704.54 1063.19 824.091 
21855 704.898 704.898 1063.5 824.431 
21860 705.259 705.259 1063.8 824.771 
21865 705.619 705.619 1064.1 825.112 
21870 705.978 705.978 1064.4 825.452 
21875 706.338 706.338 1064.7 825.793 
21880 706.698 706.698 1065.01 826.134 
21885 707.058 707.058 1065.31 826.475 
21890 707.419 707.419 1065.61 826.816 
21895 707.78 707.78 1065.91 827.157 
21900 708.141 708.141 1066.21 827.498 
21905 708.502 708.502 1066.52 827.84 
21910 708.864 708.864 1066.82 828.182 
21915 709.224 709.224 1067.12 828.523 
21920 709.585 709.585 1067.42 828.864 
21925 709.947 709.947 1067.73 829.207 
21930 710.309 710.309 1068.03 829.549 
21935 710.672 710.672 1068.33 829.891 
21940 711.035 711.035 1068.63 830.233 
21945 711.398 711.398 1068.93 830.576 
21950 711.762 711.762 1069.23 830.919 
21955 712.127 712.127 1069.53 831.262 
21960 712.49 712.49 1069.83 831.605 
21965 712.851 712.851 1070.13 831.945 
21970 713.211 713.211 1070.44 832.286 
21975 713.57 713.57 1070.74 832.626 
21980 713.929 713.929 1071.04 832.966 
21985 714.287 714.287 1071.34 833.305 
21990 714.645 714.645 1071.64 833.644 
21995 715.004 715.004 1071.94 833.983 
22000 715.363 715.363 1072.24 834.323 
22005 715.722 715.722 1072.54 834.663 
22010 716.082 716.082 1072.85 835.003 
22015 716.443 716.443 1073.15 835.344 
22020 716.803 716.803 1073.45 835.684 
22025 717.164 717.164 1073.75 836.026 
22030 717.526 717.526 1074.05 836.367 
22035 717.889 717.889 1074.35 836.709 
22040 718.251 718.251 1074.65 837.051 
22045 718.614 718.614 1074.95 837.393 
22050 718.977 718.977 1075.25 837.735 
22055 719.34 719.34 1075.55 838.078 
22060 719.704 719.704 1075.85 838.421 
22065 720.069 720.069 1076.15 838.764 
22070 720.434 720.434 1076.45 839.107 
22075 720.8 720.8 1076.75 839.451 
22080 721.166 721.166 1077.05 839.794 
22085 721.532 721.532 1077.35 840.138 
22090 721.898 721.898 1077.65 840.48 
22095 722.263 722.263 1077.94 840.824 
22100 722.628 722.628 1078.24 841.167 
22105 722.994 722.994 1078.54 841.511 
22110 723.36 723.36 1078.84 841.855 
22115 723.727 723.727 1079.14 842.199 
22120 724.093 724.093 1079.44 842.543 
22125 724.459 724.459 1079.74 842.887 
22130 724.827 724.827 1080.04 843.232 
22135 725.194 725.194 1080.34 843.576 
22140 725.562 725.562 1080.64 843.921 
22145 725.93 725.93 1080.94 844.266 
22150 726.297 726.297 1081.24 844.61 
22155 726.664 726.664 1081.54 844.954 
22160 727.029 727.029 1081.84 845.298 
22165 727.394 727.394 1082.13 845.641 
22170 727.76 727.76 1082.43 845.984 
22175 728.126 728.126 1082.73 846.328 
22180 728.493 728.493 1083.03 846.672 
22185 728.862 728.862 1083.33 847.017 
22190 729.232 729.232 1083.63 847.363 
22195 729.601 729.601 1083.92 847.709 
22200 729.972 729.972 1084.22 848.056 
22205 730.343 730.343 1084.52 848.403 
22210 730.714 730.714 1084.82 848.75 
22215 731.088 731.088 1085.12 849.099 
22220 731.461 731.461 1085.42 849.447 
22225 731.832 731.832 1085.72 849.794 
22230 732.204 732.204 1086.02 850.142 
22235 732.577 732.577 1086.32 850.491 
22240 732.948 732.948 1086.62 850.838 
22245 733.319 733.319 1086.92 851.185 
22250 733.691 733.691 1087.22 851.533 
22255 734.061 734.061 1087.52 851.879 
22260 734.43 734.43 1087.81 852.225 
22265 734.8 734.8 1088.11 852.571 
22270 735.17 735.17 1088.41 852.916 
22275 735.54 735.54 1088.71 853.263 
22280 735.91 735.91 1089.01 853.609 
22285 736.28 736.28 1089.3 853.955 
22290 736.649 736.649 1089.6 854.3 
22295 737.018 737.018 1089.9 854.644 
22300 737.386 737.386 1090.2 854.989 
22305 737.754 737.754 1090.49 855.334 
22310 738.122 738.122 1090.79 855.679 
22315 738.489 738.489 1091.09 856.023 
22320 738.856 738.856 1091.39 856.366 
22325 739.221 739.221 1091.68 856.709 
22330 739.585 739.585 1091.98 857.051 
22335 739.951 739.951 1092.28 857.394 
22340 740.318 740.318 1092.57 857.736 
22345 740.684 740.684 1092.87 858.079 
22350 741.049 741.049 1093.17 858.421 
22355 741.415 741.415 1093.46 858.764 
22360 741.781 741.781 1093.76 859.106 
22365 742.146 742.146 1094.05 859.448 
22370 742.511 742.511 1094.35 859.79 
22375 742.877 742.877 1094.64 860.132 
22380 743.241 743.241 1094.93 860.472 
22385 743.607 743.607 1095.23 860.815 
22390 743.975 743.975 1095.53 861.158 
22395 744.344 744.344 1095.82 861.503 
22400 744.711 744.711 1096.12 861.845 
22405 745.079 745.079 1096.41 862.19 
22410 745.448 745.448 1096.71 862.534 
22415 745.816 745.816 1097 862.879 
22420 746.186 746.186 1097.3 863.224 
22425 746.556 746.556 1097.6 863.57 
22430 746.928 746.928 1097.89 863.916 
22435 747.298 747.298 1098.19 864.262 
22440 747.667 747.667 1098.49 864.607 
22445 748.038 748.038 1098.78 864.953 
22450 748.409 748.409 1099.08 865.299 
22455 748.78 748.78 1099.38 865.645 
22460 749.152 749.152 1099.67 865.993 
22465 749.525 749.525 1099.97 866.34 
22470 749.898 749.898 1100.27 866.687 
22475 750.271 750.271 1100.56 867.034 
22480 750.647 750.647 1100.85 867.383 
22485 751.019 751.019 1101.15 867.729 
22490 751.392 751.392 1101.44 868.076 
22495 751.764 751.764 1101.74 868.423 
22500 752.135 752.135 1102.04 868.768 
22505 752.507 752.507 1102.33 869.114 
